Invoice_No,Payment_Value,Payment_Date,DSO_Days
INV002853,1882071.13,2026-03-24,60
INV002854,1007951.2,2026-01-28,15
INV002855,451871.47,2026-01-19,0
INV002856,598287.33,2026-01-15,0
INV002857,207717.49,2026-01-02,0
INV002858,158613.1,2026-03-09,45
INV002859,177525.13,2026-01-25,15
INV002860,485196.27,2026-01-09,0
INV002861,569102.65,2026-01-03,0
INV002862,656119.27,2026-01-21,15
INV002863,463930.62,2026-02-23,30
INV002864,415541.52,2026-04-17,90
INV002865,313396.13,2026-01-12,0
INV002866,111218.16,2026-02-03,30
INV002867,187168.51,2026-01-02,0
INV002868,73843.93,2026-02-26,45
INV002869,47302.38,2026-01-04,0
INV002870,139747.07,2026-01-26,0
INV002871,163616.6,2026-01-08,0
INV002872,115489.96,2026-04-02,90
INV002873,417287.29,2026-04-10,90
INV002874,183135.51,2026-02-06,30
INV002875,1098059.79,2026-01-01,0
INV002876,1269916.06,2026-01-12,0
INV002877,756335.04,2026-01-12,0
INV002878,1184135.07,2026-01-03,0
INV002879,1383321.65,2026-01-31,30
INV002880,601577.23,2026-02-01,30
INV002881,798207.87,2026-01-30,15
INV002882,737330.03,2026-02-07,15
INV002883,538872.97,2026-01-22,15
INV002884,453725.0,2026-01-06,0
INV002885,240438.08,2026-04-03,90
INV002886,262961.7,2026-01-03,0
INV002887,855991.83,2026-01-19,0
INV002888,813883.53,2026-02-10,30
INV002889,435210.26,2026-04-14,90
INV002890,616649.86,2026-01-21,0
INV002891,347004.11,2026-01-29,15
INV002892,203172.98,2026-01-07,0
INV002893,63400.06,2026-01-02,0
INV002894,285362.33,2026-01-15,0
INV002895,300566.46,2026-01-24,0
INV002896,280054.09,2026-02-08,15
INV002897,65230.41,2026-02-23,45
INV002898,86818.04,2026-01-25,0
INV002899,250279.23,2026-01-12,0
INV002900,77547.28,2026-03-09,45
INV002901,269641.24,2026-01-20,0
INV002902,148502.9,2026-04-18,90
INV002903,501339.31,2026-02-01,30
INV002904,469904.16,2026-02-10,15
INV002905,179675.1,2026-01-03,0
INV002906,688382.5,2026-02-21,30
INV002907,299349.88,2026-01-09,0
INV002908,228725.61,2026-02-20,0
INV002909,48414.03,2026-03-13,15
INV002910,359062.28,2026-02-17,0
INV002911,355060.97,2026-02-01,0
INV002912,285397.92,2026-02-16,0
INV002913,365133.33,2026-02-06,0
INV002914,139771.04,2026-02-11,0
INV002915,215004.9,2026-02-27,0
INV002916,295446.22,2026-03-26,30
INV002917,1675424.97,2026-03-27,30
INV002918,1345571.83,2026-03-08,15
INV002919,1267548.35,2026-02-23,0
INV002920,712174.09,2026-02-09,0
INV002921,1231542.38,2026-03-20,30
INV002922,1435263.25,2026-02-04,0
INV002923,320235.85,2026-02-04,0
INV002924,1492194.36,2026-02-22,0
INV002925,2036741.7,2026-02-24,0
INV002926,376660.43,2026-02-25,0
INV002927,954390.5,2026-03-04,15
INV002928,603326.46,2026-04-23,60
INV002929,945016.51,2026-02-04,0
INV002930,1121050.29,2026-03-04,15
INV002931,744804.32,2026-02-14,0
INV002932,1022144.1,2026-02-03,0
INV002933,770908.46,2026-03-20,30
INV002934,1099238.84,2026-03-07,15
INV002935,272655.45,2026-04-07,45
INV002936,97248.06,2026-02-03,0
INV002937,257370.22,2026-02-16,0
INV002938,240016.69,2026-02-10,0
INV002939,109560.46,2026-02-24,0
INV002940,315195.81,2026-02-09,0
INV002941,85353.49,2026-02-09,0
INV002942,522572.69,2026-03-18,30
INV002943,638167.1,2026-02-07,0
INV002944,279846.05,2026-04-27,60
INV002945,596043.79,2026-03-03,30
INV002946,483922.91,2026-02-17,0
INV002947,160807.24,2026-02-25,0
INV002948,761549.16,2026-02-20,0
INV002949,948602.55,2026-02-17,15
INV002950,244818.95,2026-02-26,0
INV002951,343418.27,2026-02-25,0
INV002952,440070.53,2026-02-16,0
INV002953,475887.94,2026-02-09,0
INV002954,959905.5,2026-02-12,0
INV002955,499182.44,2026-02-06,0
INV002956,799830.72,2026-02-04,0
INV002957,248762.67,2026-02-20,15
INV002958,779055.12,2026-02-11,0
INV002959,469292.7,2026-02-25,15
INV002960,85593.81,2026-05-20,90
INV002961,642517.03,2026-02-17,0
INV002962,681139.49,2026-02-14,0
INV002963,520740.49,2026-04-02,45
INV002964,313366.83,2026-03-03,30
INV002965,843100.42,2026-02-27,0
INV002966,395840.41,2026-02-03,0
INV002967,164423.25,2026-03-20,30
INV002968,120190.51,2026-02-04,0
INV002969,323301.91,2026-02-25,15
INV002970,453248.41,2026-02-25,15
INV002971,1530834.06,2026-02-06,0
INV002972,1636465.91,2026-02-23,0
INV002973,1636401.65,2026-02-05,0
INV002974,1696707.59,2026-02-23,15
INV002975,481680.56,2026-03-26,30
INV002976,1466468.54,2026-02-16,0
INV002977,1305688.41,2026-02-21,15
INV002978,775228.93,2026-02-19,0
INV002979,775926.88,2026-02-07,0
INV002980,943602.8,2026-03-09,15
INV002981,1160368.64,2026-02-23,0
INV002982,898752.66,2026-03-27,30
INV002983,523909.57,2026-02-19,15
INV002984,1359942.78,2026-02-14,0
INV002985,1112428.14,2026-02-18,0
INV002986,872003.7,2026-03-28,45
INV002987,787541.32,2026-02-08,0
INV002988,110067.89,2026-02-05,0
INV002989,118807.06,2026-02-09,0
INV002990,122087.24,2026-03-18,45
INV002991,351547.7,2026-03-28,30
INV002992,95997.18,2026-02-16,0
INV002993,326683.32,2026-02-18,0
INV002994,146385.65,2026-02-14,0
INV002995,307323.13,2026-02-10,0
INV002996,313459.49,2026-03-30,45
INV002997,835965.76,2026-03-02,15
INV002998,441372.08,2026-04-08,45
INV002999,415088.23,2026-02-20,15
INV003000,662050.69,2026-02-06,0
INV003001,211778.98,2026-04-23,60
INV003002,636547.59,2026-02-26,0
INV003003,647063.73,2026-02-14,0
INV003004,1101502.33,2026-02-17,0
INV003005,816631.23,2026-03-25,30
INV003006,899002.65,2026-02-13,0
INV003007,448716.78,2026-02-25,0
INV003008,347778.84,2026-02-17,15
INV003009,718270.68,2026-02-01,0
INV003010,1093992.6,2026-02-19,0
INV003011,221150.07,2026-03-20,45
INV003012,420967.22,2026-02-05,0
INV003013,1016013.93,2026-02-18,15
INV003014,1183833.93,2026-02-16,15
INV003015,1188931.95,2026-02-21,0
INV003016,495924.12,2026-02-02,0
INV003017,314431.21,2026-02-07,0
INV003018,437440.05,2026-02-19,0
INV003019,169731.31,2026-02-27,0
INV003020,268580.93,2026-02-21,0
INV003021,339103.65,2026-04-22,60
INV003022,400928.95,2026-02-26,0
INV003023,191025.51,2026-05-04,90
INV003024,488877.39,2026-02-07,0
INV003025,216321.34,2026-04-07,45
INV003026,2063980.38,2026-02-10,0
INV003027,1593965.86,2026-02-11,0
INV003028,1548459.65,2026-03-19,45
INV003029,1816978.96,2026-04-10,45
INV003030,746601.52,2026-03-08,15
INV003031,2014961.99,2026-02-14,0
INV003032,1896085.54,2026-02-13,0
INV003033,809510.58,2026-03-04,15
INV003034,1350671.09,2026-04-04,45
INV003035,1658044.77,2026-02-25,0
INV003036,1473680.54,2026-02-23,0
INV003037,166566.62,2026-02-08,0
INV003038,621271.21,2026-02-04,0
INV003039,676829.46,2026-02-17,0
INV003040,401732.72,2026-02-24,0
INV003041,372259.72,2026-02-08,0
INV003042,585413.87,2026-02-06,0
INV003043,139193.88,2026-02-18,0
INV003044,36953.48,2026-05-12,90
INV003045,354664.46,2026-02-03,0
INV003046,57613.61,2026-05-16,90
INV003047,316579.82,2026-02-23,15
INV003048,198994.96,2026-02-06,0
INV003049,192274.24,2026-02-24,0
INV003050,368802.64,2026-02-18,0
INV003051,206001.74,2026-03-13,30
INV003052,1159058.21,2026-04-11,45
INV003053,578924.06,2026-04-08,45
INV003054,841363.94,2026-02-18,0
INV003055,1162637.89,2026-02-02,0
INV003056,938180.65,2026-02-05,0
INV003057,1288901.37,2026-02-10,0
INV003058,655176.19,2026-02-10,0
INV003059,1426606.96,2026-02-03,0
INV003060,1078948.21,2026-02-14,0
INV003061,1023662.05,2026-04-03,60
INV003062,542585.19,2026-03-22,45
INV003063,278661.31,2026-02-26,0
INV003064,1132927.86,2026-02-26,0
INV003065,775710.61,2026-02-10,0
INV003066,663726.85,2026-02-14,0
INV003067,219442.82,2026-02-08,0
INV003068,1019647.45,2026-02-22,0
INV003069,245005.9,2026-02-01,0
INV003070,546370.1,2026-02-02,0
INV003071,368327.92,2026-02-26,0
INV003072,207861.78,2026-03-28,45
INV003073,121776.37,2026-02-23,0
INV003074,274665.27,2026-03-03,30
INV003075,152337.67,2026-02-17,0
INV003076,272988.54,2026-04-10,45
INV003077,502794.84,2026-02-03,0
INV003078,268827.3,2026-02-02,0
INV003079,492455.8,2026-02-16,0
INV003080,259044.58,2026-02-18,0
INV003081,894358.08,2026-02-05,0
INV003082,349671.36,2026-04-05,45
INV003083,583950.04,2026-02-09,0
INV003084,867650.66,2026-02-08,0
INV003085,559283.2,2026-02-26,15
INV003086,281723.03,2026-02-12,0
INV003087,308796.54,2026-02-20,0
INV003088,510922.67,2026-02-12,0
INV003089,977226.4,2026-02-16,15
INV003090,736718.71,2026-04-02,45
INV003091,810782.01,2026-02-21,15
INV003092,353758.29,2026-02-17,0
INV003093,609715.45,2026-02-12,0
INV003094,454058.63,2026-02-27,0
INV003095,448219.17,2026-04-08,45
INV003096,444514.56,2026-02-08,0
INV003097,322507.78,2026-03-21,45
INV003098,433348.91,2026-02-14,0
INV003099,376856.98,2026-02-18,0
INV003100,796614.53,2026-02-11,0
INV003101,160206.85,2026-02-08,0
INV003102,412896.37,2026-03-05,15
INV003103,271554.93,2026-02-01,0
INV003104,59450.52,2026-04-20,60
INV003105,107473.31,2026-04-11,45
INV003106,224345.77,2026-03-01,15
INV003107,636747.33,2026-02-26,0
INV003108,1931021.17,2026-02-13,0
INV003109,369880.87,2026-02-27,0
INV003110,1343823.98,2026-02-03,0
INV003111,186843.4,2026-03-27,45
INV003112,1954844.27,2026-02-03,0
INV003113,480639.55,2026-02-11,0
INV003114,1234757.68,2026-04-04,45
INV003115,602416.99,2026-03-06,15
INV003116,401733.13,2026-02-21,15
INV003117,385746.64,2026-02-06,0
INV003118,1486115.8,2026-02-14,0
INV003119,571797.16,2026-03-17,30
INV003120,850332.71,2026-02-16,0
INV003121,1262306.56,2026-02-12,0
INV003122,1481144.19,2026-02-06,0
INV003123,842399.33,2026-02-10,0
INV003124,93742.12,2026-02-16,0
INV003125,142630.19,2026-03-04,15
INV003126,127357.26,2026-05-16,90
INV003127,249861.88,2026-02-21,0
INV003128,168793.59,2026-04-17,60
INV003129,986310.99,2026-02-27,0
INV003130,352117.26,2026-02-09,0
INV003131,256826.35,2026-02-18,0
INV003132,605528.65,2026-02-22,0
INV003133,1155799.9,2026-02-07,0
INV003134,1024924.52,2026-02-18,0
INV003135,646390.2,2026-03-06,15
INV003136,948833.12,2026-02-08,0
INV003137,603190.47,2026-02-20,0
INV003138,818313.91,2026-02-22,0
INV003139,929801.8,2026-02-26,0
INV003140,412611.27,2026-04-11,60
INV003141,327172.61,2026-03-19,30
INV003142,568425.64,2026-02-09,0
INV003143,424041.59,2026-02-17,0
INV003144,310611.24,2026-04-09,60
INV003145,1134008.48,2026-03-11,15
INV003146,1236457.74,2026-02-12,0
INV003147,816762.84,2026-03-17,30
INV003148,685902.3,2026-02-16,0
INV003149,404988.03,2026-02-07,0
INV003150,374212.48,2026-04-07,45
INV003151,408431.47,2026-02-02,0
INV003152,460851.39,2026-03-03,30
INV003153,173652.03,2026-02-23,0
INV003154,238005.79,2026-02-20,0
INV003155,234560.47,2026-02-18,0
INV003156,327064.69,2026-02-02,0
INV003157,73585.42,2026-02-26,0
INV003158,479027.54,2026-02-03,0
INV003159,68800.77,2026-04-08,60
INV003160,213431.94,2026-03-16,30
INV003161,1057344.35,2026-02-06,0
INV003162,364665.56,2026-03-25,45
INV003163,1847003.75,2026-02-04,0
INV003164,1963014.77,2026-03-19,30
INV003165,2257712.97,2026-02-21,0
INV003166,1719452.1,2026-03-21,30
INV003167,554564.2,2026-02-23,0
INV003168,1554090.66,2026-03-23,45
INV003169,341037.64,2026-03-13,15
INV003170,318903.52,2026-02-25,15
INV003171,444664.95,2026-02-03,0
INV003172,408320.61,2026-02-01,0
INV003173,217748.97,2026-02-15,0
INV003174,347551.45,2026-02-16,0
INV003175,253977.61,2026-02-04,0
INV003176,194710.56,2026-02-20,0
INV003177,652132.31,2026-02-01,0
INV003178,530040.68,2026-04-10,45
INV003179,108283.11,2026-04-27,60
INV003180,354958.93,2026-03-17,30
INV003181,307373.86,2026-03-05,15
INV003182,51820.79,2026-04-06,45
INV003183,345450.62,2026-03-21,30
INV003184,305897.06,2026-02-11,0
INV003185,1713528.77,2026-02-06,0
INV003186,1615708.75,2026-02-03,0
INV003187,2059165.38,2026-02-27,15
INV003188,1229933.22,2026-02-21,0
INV003189,2189731.16,2026-03-03,15
INV003190,2158255.27,2026-02-06,0
INV003191,503179.53,2026-02-19,0
INV003192,1342751.0,2026-02-04,0
INV003193,1292316.25,2026-03-01,15
INV003194,959219.36,2026-03-04,15
INV003195,823461.36,2026-02-04,0
INV003196,1211559.58,2026-02-20,0
INV003197,474783.07,2026-03-28,45
INV003198,370917.31,2026-02-06,0
INV003199,1017809.9,2026-02-07,0
INV003200,638993.95,2026-02-01,0
INV003201,594602.35,2026-02-06,0
INV003202,400449.02,2026-02-16,15
INV003203,570708.95,2026-02-04,0
INV003204,242892.07,2026-03-12,15
INV003205,380966.84,2026-02-21,15
INV003206,95353.84,2026-03-03,30
INV003207,244408.51,2026-02-19,0
INV003208,345944.99,2026-03-24,30
INV003209,282971.72,2026-02-06,0
INV003210,1011882.43,2026-02-05,0
INV003211,179703.19,2026-02-27,0
INV003212,636941.73,2026-02-10,0
INV003213,983975.5,2026-03-03,30
INV003214,766733.03,2026-02-18,0
INV003215,487898.6,2026-03-25,30
INV003216,244073.4,2026-02-19,0
INV003217,629694.74,2026-02-01,0
INV003218,626963.03,2026-03-03,15
INV003219,141071.55,2026-02-21,15
INV003220,749535.3,2026-02-17,0
INV003221,684420.32,2026-02-16,0
INV003222,333114.04,2026-03-19,45
INV003223,457271.39,2026-02-16,0
INV003224,231759.23,2026-03-03,15
INV003225,291611.77,2026-02-16,0
INV003226,517534.11,2026-03-08,15
INV003227,445323.33,2026-04-03,45
INV003228,249711.23,2026-02-02,0
INV003229,1140465.25,2026-02-25,15
INV003230,1097630.61,2026-02-18,15
INV003231,962414.98,2026-02-13,0
INV003232,1153838.79,2026-02-19,0
INV003233,1426154.08,2026-02-15,0
INV003234,952496.36,2026-02-10,0
INV003235,604256.62,2026-02-11,0
INV003236,350140.61,2026-02-23,0
INV003237,1198048.55,2026-03-14,15
INV003238,1176820.55,2026-02-24,0
INV003239,525943.54,2026-02-10,0
INV003240,604851.31,2026-03-11,15
INV003241,994148.34,2026-03-09,15
INV003242,815429.54,2026-03-06,30
INV003243,1062181.0,2026-02-03,0
INV003244,1100007.06,2026-02-14,0
INV003245,88591.53,2026-03-06,15
INV003246,111991.86,2026-04-09,60
INV003247,219197.42,2026-03-24,30
INV003248,306059.03,2026-03-06,15
INV003249,163064.18,2026-02-21,0
INV003250,157641.66,2026-02-09,0
INV003251,301360.49,2026-02-26,0
INV003252,333873.51,2026-02-19,0
INV003253,51709.1,2026-03-09,30
INV003254,60100.9,2026-02-17,0
INV003255,1233009.02,2026-02-18,0
INV003256,1002886.68,2026-02-27,15
INV003257,901376.79,2026-02-03,0
INV003258,763794.76,2026-02-03,0
INV003259,202653.59,2026-02-18,0
INV003260,890360.55,2026-03-02,15
INV003261,725780.27,2026-03-29,45
INV003262,419036.13,2026-02-22,0
INV003263,845256.55,2026-03-02,15
INV003264,454728.1,2026-02-11,0
INV003265,242508.92,2026-02-04,0
INV003266,514744.03,2026-02-05,0
INV003267,1026065.11,2026-03-07,15
INV003268,291108.66,2026-02-24,15
INV003269,1062605.1,2026-02-23,0
INV003270,365968.74,2026-03-06,15
INV003271,561741.98,2026-02-16,0
INV003272,400418.78,2026-02-27,0
INV003273,138983.79,2026-03-06,30
INV003274,317089.54,2026-02-18,0
INV003275,442841.68,2026-02-20,0
INV003276,395131.03,2026-02-02,0
INV003277,1356940.41,2026-03-24,30
INV003278,434954.04,2026-03-15,30
INV003279,1346046.65,2026-02-17,0
INV003280,1184795.06,2026-02-17,0
INV003281,1789880.51,2026-02-02,0
INV003282,318043.94,2026-02-13,0
INV003283,432490.7,2026-02-16,0
INV003284,433564.99,2026-02-24,0
INV003285,492510.94,2026-02-23,0
INV003286,657210.71,2026-03-11,15
INV003287,557892.03,2026-02-22,0
INV003288,305246.41,2026-02-11,0
INV003289,145316.02,2026-02-18,0
INV003290,35236.59,2026-03-18,30
INV003291,93346.99,2026-02-06,0
INV003292,73243.61,2026-02-03,0
INV003293,231060.82,2026-05-28,90
INV003294,313416.24,2026-03-26,30
INV003295,726051.69,2026-02-20,0
INV003296,931897.79,2026-04-13,45
INV003297,292546.86,2026-02-18,0
INV003298,725066.32,2026-02-07,0
INV003299,428058.09,2026-03-13,15
INV003300,711771.87,2026-02-25,0
INV003301,830141.93,2026-02-18,0
INV003302,287706.84,2026-03-12,15
INV003303,856343.48,2026-04-27,60
INV003304,691016.73,2026-02-25,15
INV003305,420195.77,2026-02-27,0
INV003306,648719.84,2026-03-19,30
INV003307,299146.97,2026-02-19,0
INV003308,674943.44,2026-02-04,0
INV003309,583824.94,2026-02-01,0
INV003310,512835.95,2026-02-04,0
INV003311,490530.68,2026-02-02,0
INV003312,677901.67,2026-02-08,0
INV003313,435669.7,2026-02-01,0
INV003314,540653.06,2026-03-27,30
INV003315,720374.78,2026-03-04,15
INV003316,195257.63,2026-02-06,0
INV003317,95429.28,2026-02-16,0
INV003318,161819.56,2026-02-27,0
INV003319,141595.83,2026-02-23,0
INV003320,191131.89,2026-05-28,90
INV003321,103729.92,2026-05-15,90
INV003322,176361.57,2026-02-10,0
INV003323,310868.06,2026-02-18,0
INV003324,512576.57,2026-02-14,0
INV003325,383754.03,2026-02-27,0
INV003326,652396.77,2026-02-09,0
INV003327,200823.9,2026-02-07,0
INV003328,348528.67,2026-02-25,0
INV003329,405783.39,2026-02-25,0
INV003330,169865.09,2026-02-26,0
INV003331,278240.34,2026-02-21,15
INV003332,182847.94,2026-02-27,0
INV003333,490229.27,2026-02-05,0
INV003334,610868.69,2026-02-26,0
INV003335,93541.64,2026-05-06,45
INV003336,323908.02,2026-03-29,15
INV003337,267931.13,2026-03-18,0
INV003338,268569.08,2026-03-11,0
INV003339,169451.65,2026-03-23,15
INV003340,354077.54,2026-03-07,0
INV003341,322472.99,2026-03-12,0
INV003342,155787.31,2026-04-02,15
INV003343,1340570.07,2026-03-26,0
INV003344,618295.97,2026-04-02,15
INV003345,1345334.55,2026-03-22,15
INV003346,316388.33,2026-03-05,0
INV003347,491280.25,2026-04-02,15
INV003348,1262250.48,2026-04-05,15
INV003349,639824.09,2026-05-10,60
INV003350,1014290.38,2026-04-27,45
INV003351,457658.59,2026-04-07,30
INV003352,576444.19,2026-03-03,0
INV003353,344985.67,2026-03-27,0
INV003354,938847.69,2026-03-05,0
INV003355,826305.4,2026-03-20,0
INV003356,896992.52,2026-03-20,15
INV003357,866918.22,2026-03-22,0
INV003358,1054980.35,2026-03-11,0
INV003359,1035565.02,2026-03-05,0
INV003360,441601.13,2026-04-06,15
INV003361,593715.34,2026-04-20,30
INV003362,630383.91,2026-04-03,30
INV003363,431920.65,2026-04-07,15
INV003364,283186.52,2026-03-08,0
INV003365,533325.16,2026-04-05,15
INV003366,613970.28,2026-04-23,30
INV003367,380749.91,2026-03-25,0
INV003368,133319.43,2026-04-08,30
INV003369,132821.52,2026-03-18,0
INV003370,130624.04,2026-04-05,15
INV003371,491882.98,2026-03-15,0
INV003372,428855.0,2026-03-17,0
INV003373,359437.1,2026-03-14,0
INV003374,445410.77,2026-03-26,0
INV003375,332049.87,2026-03-09,0
INV003376,226178.08,2026-03-26,0
INV003377,717040.61,2026-03-26,0
INV003378,484748.34,2026-05-26,60
INV003379,551269.45,2026-03-24,0
INV003380,455025.91,2026-03-31,15
INV003381,960838.09,2026-03-10,0
INV003382,746878.76,2026-03-10,0
INV003383,809212.23,2026-03-24,0
INV003384,557230.07,2026-05-10,45
INV003385,804904.92,2026-05-09,45
INV003386,794787.53,2026-03-16,15
INV003387,787659.9,2026-03-29,15
INV003388,332868.08,2026-03-16,0
INV003389,611791.06,2026-03-23,0
INV003390,502395.79,2026-03-04,0
INV003391,337338.15,2026-03-21,15
INV003392,610258.3,2026-03-12,0
INV003393,346464.32,2026-04-15,45
INV003394,158866.04,2026-05-08,45
INV003395,156291.51,2026-05-08,45
INV003396,246744.55,2026-03-21,0
INV003397,178088.54,2026-03-10,0
INV003398,202513.34,2026-04-02,30
INV003399,1194202.46,2026-03-08,0
INV003400,1673522.68,2026-03-18,0
INV003401,255915.15,2026-03-02,0
INV003402,1066869.33,2026-05-06,45
INV003403,630332.19,2026-04-09,30
INV003404,327397.84,2026-03-24,0
INV003405,1859858.32,2026-04-06,30
INV003406,780538.33,2026-03-11,0
INV003407,320336.37,2026-03-20,15
INV003408,359340.23,2026-03-20,0
INV003409,990346.57,2026-03-31,15
INV003410,793190.83,2026-03-09,0
INV003411,322732.24,2026-03-11,0
INV003412,841504.72,2026-04-18,30
INV003413,337144.67,2026-03-17,0
INV003414,451412.39,2026-04-05,15
INV003415,516717.31,2026-05-04,60
INV003416,936209.97,2026-04-19,30
INV003417,521947.93,2026-06-20,90
INV003418,1153976.38,2026-03-19,15
INV003419,708142.49,2026-03-10,0
INV003420,910857.59,2026-03-20,15
INV003421,550029.35,2026-05-26,60
INV003422,1110256.94,2026-05-08,60
INV003423,241310.04,2026-04-23,30
INV003424,618325.1,2026-03-14,0
INV003425,61557.83,2026-03-11,0
INV003426,325261.17,2026-03-26,0
INV003427,105487.31,2026-04-30,45
INV003428,317094.86,2026-03-23,0
INV003429,333620.86,2026-04-22,30
INV003430,1244102.59,2026-03-23,0
INV003431,1348830.88,2026-03-07,0
INV003432,1501918.65,2026-04-12,30
INV003433,356655.11,2026-04-04,15
INV003434,277851.3,2026-04-29,45
INV003435,289173.06,2026-05-16,60
INV003436,1423583.32,2026-03-21,15
INV003437,1047135.99,2026-03-11,0
INV003438,1078903.62,2026-04-24,45
INV003439,366508.39,2026-03-16,0
INV003440,902752.86,2026-04-01,30
INV003441,1370227.79,2026-03-16,0
INV003442,321007.98,2026-03-15,0
INV003443,312209.13,2026-05-26,60
INV003444,1096053.34,2026-03-27,0
INV003445,196513.79,2026-03-21,15
INV003446,782161.03,2026-03-01,0
INV003447,1351808.06,2026-03-08,0
INV003448,301569.15,2026-04-25,45
INV003449,715835.56,2026-03-07,0
INV003450,105305.34,2026-03-16,0
INV003451,349714.99,2026-05-04,60
INV003452,499135.31,2026-03-02,0
INV003453,122874.06,2026-03-19,15
INV003454,232939.71,2026-03-31,30
INV003455,2311523.99,2026-04-01,30
INV003456,1239960.96,2026-04-02,15
INV003457,1293595.14,2026-03-15,0
INV003458,1376404.1,2026-04-19,30
INV003459,1377127.53,2026-03-15,0
INV003460,2423350.51,2026-03-31,15
INV003461,1512277.3,2026-03-07,0
INV003462,1504430.03,2026-03-08,0
INV003463,663531.58,2026-03-19,15
INV003464,566729.56,2026-06-06,90
INV003465,508987.78,2026-05-05,60
INV003466,266509.62,2026-03-01,0
INV003467,302961.24,2026-05-02,60
INV003468,552169.92,2026-03-24,0
INV003469,204331.42,2026-03-08,0
INV003470,135368.97,2026-03-13,0
INV003471,374110.96,2026-05-06,45
INV003472,88321.19,2026-03-08,0
INV003473,259692.94,2026-04-16,45
INV003474,250015.79,2026-04-09,30
INV003475,193888.69,2026-03-12,0
INV003476,1252170.42,2026-03-21,15
INV003477,2225689.8,2026-04-22,30
INV003478,818637.89,2026-03-06,0
INV003479,1837505.61,2026-03-05,0
INV003480,726632.09,2026-03-09,0
INV003481,924374.36,2026-03-16,0
INV003482,622750.95,2026-03-26,0
INV003483,1953727.92,2026-03-04,0
INV003484,1090575.62,2026-03-23,15
INV003485,225917.07,2026-03-14,0
INV003486,229164.8,2026-06-03,90
INV003487,292601.81,2026-04-26,30
INV003488,933717.23,2026-03-18,0
INV003489,1125146.57,2026-03-27,0
INV003490,849040.67,2026-03-09,0
INV003491,719344.48,2026-03-03,0
INV003492,953881.07,2026-04-11,30
INV003493,304314.35,2026-03-04,0
INV003494,234770.59,2026-04-09,30
INV003495,674010.41,2026-03-27,0
INV003496,806736.72,2026-03-25,0
INV003497,361607.72,2026-04-07,15
INV003498,270432.42,2026-03-24,0
INV003499,678965.06,2026-03-22,0
INV003500,502122.45,2026-04-16,30
INV003501,553618.57,2026-04-03,15
INV003502,578729.99,2026-04-07,15
INV003503,1095785.04,2026-03-23,0
INV003504,928822.86,2026-03-02,0
INV003505,908445.73,2026-04-24,45
INV003506,462635.76,2026-03-22,0
INV003507,389563.25,2026-03-13,0
INV003508,397664.77,2026-04-06,30
INV003509,422015.53,2026-05-30,90
INV003510,389686.66,2026-05-05,60
INV003511,962669.71,2026-03-24,0
INV003512,257962.04,2026-04-04,30
INV003513,517650.28,2026-03-12,0
INV003514,598423.0,2026-04-14,30
INV003515,985106.26,2026-03-14,0
INV003516,736513.46,2026-05-03,45
INV003517,160104.7,2026-03-01,0
INV003518,683321.25,2026-03-15,0
INV003519,676771.1,2026-06-21,90
INV003520,309165.62,2026-03-11,0
INV003521,118845.01,2026-03-20,15
INV003522,447470.26,2026-03-17,0
INV003523,423094.83,2026-03-17,0
INV003524,124541.26,2026-03-04,0
INV003525,501504.18,2026-06-02,90
INV003526,116814.24,2026-03-15,0
INV003527,375905.16,2026-03-25,0
INV003528,388059.73,2026-03-14,0
INV003529,247560.08,2026-03-08,0
INV003530,522070.89,2026-04-12,30
INV003531,335523.23,2026-03-05,0
INV003532,2239805.14,2026-03-06,0
INV003533,1487218.95,2026-04-21,30
INV003534,1808976.93,2026-04-11,15
INV003535,528054.09,2026-03-14,0
INV003536,1894841.87,2026-03-22,0
INV003537,577434.7,2026-03-16,0
INV003538,1867509.22,2026-03-15,0
INV003539,1498991.93,2026-04-01,15
INV003540,846870.12,2026-03-05,0
INV003541,265706.55,2026-03-14,0
INV003542,1197666.75,2026-03-14,0
INV003543,256032.07,2026-03-06,0
INV003544,853771.65,2026-04-21,45
INV003545,922072.08,2026-05-25,60
INV003546,261067.33,2026-04-07,15
INV003547,1071436.75,2026-04-09,30
INV003548,863301.69,2026-04-10,15
INV003549,205351.52,2026-04-02,15
INV003550,321222.82,2026-03-22,0
INV003551,180587.64,2026-03-04,0
INV003552,99100.19,2026-03-02,0
INV003553,163065.91,2026-03-18,0
INV003554,83798.46,2026-03-13,0
INV003555,176658.32,2026-03-26,0
INV003556,310626.46,2026-03-08,0
INV003557,212711.85,2026-03-11,0
INV003558,859255.39,2026-04-01,15
INV003559,562109.04,2026-03-28,15
INV003560,304337.87,2026-03-03,0
INV003561,255040.37,2026-03-08,0
INV003562,1238232.63,2026-03-20,15
INV003563,1014455.65,2026-04-27,45
INV003564,471495.95,2026-03-21,0
INV003565,379425.62,2026-03-05,0
INV003566,847122.87,2026-05-21,60
INV003567,1111905.06,2026-03-05,0
INV003568,902109.17,2026-03-30,15
INV003569,1280605.52,2026-03-08,0
INV003570,988082.53,2026-03-08,0
INV003571,656680.36,2026-04-20,45
INV003572,82870.96,2026-05-04,45
INV003573,178822.96,2026-03-21,0
INV003574,173352.93,2026-04-02,15
INV003575,173592.82,2026-03-05,0
INV003576,108176.99,2026-03-21,0
INV003577,595292.0,2026-03-03,0
INV003578,444492.96,2026-03-26,0
INV003579,112610.35,2026-03-25,0
INV003580,267937.7,2026-04-14,30
