Invoice_No,Date,Employee_ID,Customer_ID,Product_ID,Revenue,Margin,Discount_Pct,Invoice_Value,Month,Year,Quarter,Region,Division,Employee_Name,Designation,Performance_Tier,Customer_Name,Segment,Industry,Customer_Tier,Product_Name,Product_Division,Base_Margin_Pct,Unit_Count,Unit_Label
INV002015,2025-11-04,EMP046,CUST0069,PRD002,102803.61,10296.49,7.28,103182.45,Nov,2025,Q4,North,Express,Rep 46,Sales Manager,Focus,India B2B Account 69,Standard,Textile,Healthy,International Express,Express,12.2,454,Parcels
INV002016,2025-11-08,EMP046,CUST0101,PRD004,324921.53,35928.79,9.14,338166.13,Nov,2025,Q4,North,Express,Rep 46,Sales Manager,Focus,India B2B Account 101,Growth,E-commerce,Healthy,COD Services,Express,13.8,1095,Parcels
INV002017,2025-11-12,EMP046,CUST0094,PRD001,169317.65,14565.44,7.66,163363.04,Nov,2025,Q4,North,Express,Rep 46,Sales Manager,Focus,India B2B Account 94,VIP,Pharma,Healthy,Domestic Express,Express,10.9,975,Parcels
INV002018,2025-11-05,EMP046,CUST0082,PRD001,296763.64,23157.39,10.32,296687.32,Nov,2025,Q4,North,Express,Rep 46,Sales Manager,Focus,India B2B Account 82,Growth,Pharma,Healthy,Domestic Express,Express,10.9,1542,Parcels
INV002019,2025-11-04,EMP047,CUST0057,PRD008,1090724.84,99451.86,9.61,1092451.12,Nov,2025,Q4,South,Freight Forward,Rep 47,Sales Executive,Focus,India B2B Account 57,Growth,Manufacturing,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV002020,2025-11-02,EMP047,CUST0128,PRD007,491142.0,117778.55,6.06,491623.68,Nov,2025,Q4,South,Freight Forward,Rep 47,Sales Executive,Focus,India B2B Account 128,VIP,E-commerce,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV002021,2025-11-19,EMP047,CUST0117,PRD007,846293.42,191355.84,10.63,818553.49,Nov,2025,Q4,South,Freight Forward,Rep 47,Sales Executive,Focus,India B2B Account 117,Growth,Manufacturing,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV002022,2025-11-25,EMP047,CUST0182,PRD008,1080115.48,106186.49,7.23,1130855.41,Nov,2025,Q4,South,Freight Forward,Rep 47,Sales Executive,Focus,Medicover Pvt. Ltd.,Standard,E-commerce,Focus,Project Cargo,Freight Forward,12.0,1,Shipments
INV002023,2025-11-08,EMP047,CUST0081,PRD007,491531.95,114184.67,8.57,507387.6,Nov,2025,Q4,South,Freight Forward,Rep 47,Sales Executive,Focus,India B2B Account 81,Growth,E-commerce,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV002024,2025-11-24,EMP048,CUST0096,PRD011,587832.36,87431.12,8.09,563461.96,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,India B2B Account 96,VIP,Manufacturing,Healthy,Cold Chain,Logistics,17.3,11,Shipments
INV002025,2025-11-01,EMP048,CUST0023,PRD012,190830.15,30042.45,10.52,194723.03,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,Titan Company,VIP,FMCG,Healthy,E-commerce Fulfillment,Logistics,18.9,5,Shipments
INV002026,2025-11-17,EMP048,CUST0142,PRD010,783912.57,136193.83,8.09,781466.6,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,India B2B Account 142,VIP,Textile,Healthy,Last-Mile,Logistics,19.8,16,Shipments
INV002027,2025-11-20,EMP048,CUST0083,PRD010,233121.97,40188.18,8.54,225427.91,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,India B2B Account 83,Growth,Auto,Healthy,Last-Mile,Logistics,19.8,9,Shipments
INV002028,2025-11-05,EMP048,CUST0010,PRD009,872344.81,157334.18,6.88,853010.96,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,Nykaa Fulfillment,Growth,Pharma,Healthy,Warehousing,Logistics,20.1,19,Shipments
INV002029,2025-11-13,EMP048,CUST0025,PRD010,934321.25,158867.43,9.32,937254.01,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,Zomato Hyperpure,Growth,Manufacturing,Healthy,Last-Mile,Logistics,19.8,52,Shipments
INV002030,2025-11-17,EMP048,CUST0147,PRD009,940181.25,158564.91,10.78,919134.34,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,India B2B Account 147,Growth,Textile,Healthy,Warehousing,Logistics,20.1,34,Shipments
INV002031,2025-11-15,EMP048,CUST0114,PRD010,790144.22,131087.04,10.7,777440.04,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,India B2B Account 114,Growth,E-commerce,Healthy,Last-Mile,Logistics,19.8,24,Shipments
INV002032,2025-11-12,EMP048,CUST0016,PRD011,331668.94,48279.23,9.15,336823.78,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,ITC Distribution,Growth,Pharma,Healthy,Cold Chain,Logistics,17.3,14,Shipments
INV002033,2025-11-02,EMP048,CUST0196,PRD012,315950.67,53340.0,6.73,305032.49,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,Nova FMCG Depot,Standard,Manufacturing,Focus,E-commerce Fulfillment,Logistics,18.9,11,Shipments
INV002034,2025-11-27,EMP048,CUST0179,PRD012,521497.16,83946.85,9.34,515056.62,Nov,2025,Q4,East,Logistics,Rep 48,Sales Executive,Focus,India B2B Account 179,Growth,Electronics,Healthy,E-commerce Fulfillment,Logistics,18.9,27,Shipments
INV002035,2025-11-01,EMP049,CUST0115,PRD002,472415.28,45598.62,8.49,457688.9,Nov,2025,Q4,West,Express,Rep 49,Sales Executive,Focus,India B2B Account 115,Growth,FMCG,Healthy,International Express,Express,12.2,1610,Parcels
INV002036,2025-11-10,EMP049,CUST0087,PRD004,440697.02,49359.32,8.67,439276.42,Nov,2025,Q4,West,Express,Rep 49,Sales Executive,Focus,India B2B Account 87,Growth,Electronics,Healthy,COD Services,Express,13.8,1254,Parcels
INV002037,2025-11-23,EMP049,CUST0092,PRD002,247177.82,25321.95,6.52,243778.93,Nov,2025,Q4,West,Express,Rep 49,Sales Executive,Focus,India B2B Account 92,Standard,Textile,Healthy,International Express,Express,12.2,861,Parcels
INV002038,2025-11-16,EMP049,CUST0072,PRD001,125232.76,10975.98,7.12,125997.83,Nov,2025,Q4,West,Express,Rep 49,Sales Executive,Focus,India B2B Account 72,Growth,E-commerce,Healthy,Domestic Express,Express,10.9,594,Parcels
INV002039,2025-11-08,EMP049,CUST0052,PRD003,371617.48,41799.77,7.51,356284.09,Nov,2025,Q4,West,Express,Rep 49,Sales Executive,Focus,India B2B Account 52,Standard,Manufacturing,Healthy,Same-Day,Express,13.5,1342,Parcels
INV002040,2025-11-14,EMP049,CUST0089,PRD004,387709.6,42917.53,9.1,385703.89,Nov,2025,Q4,West,Express,Rep 49,Sales Executive,Focus,India B2B Account 89,Standard,E-commerce,Healthy,COD Services,Express,13.8,2355,Parcels
INV002041,2025-11-26,EMP049,CUST0191,PRD001,457019.92,36103.69,10.0,453351.81,Nov,2025,Q4,West,Express,Rep 49,Sales Executive,Focus,Heritage Foods DC,Risk,Auto,Focus,Domestic Express,Express,10.9,1418,Parcels
INV002042,2025-11-21,EMP050,CUST0200,PRD005,1012102.98,95593.7,8.52,1008230.13,Nov,2025,Q4,Central,Freight Forward,Rep 50,Sales Executive,Focus,Apex Industrial Tools,Standard,Textile,Focus,Air Freight,Freight Forward,12.0,1,Shipments
INV002043,2025-11-12,EMP050,CUST0112,PRD007,1075023.03,254163.55,7.19,1120344.23,Nov,2025,Q4,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 112,Growth,FMCG,Healthy,Customs Clearance,Freight Forward,25.8,2,Shipments
INV002044,2025-11-17,EMP050,CUST0185,PRD005,677080.1,67317.14,6.86,685321.13,Nov,2025,Q4,Central,Freight Forward,Rep 50,Sales Executive,Focus,Sunrise Hospital,Risk,Manufacturing,Focus,Air Freight,Freight Forward,12.0,2,Shipments
INV002045,2025-11-25,EMP050,CUST0200,PRD006,366208.42,40965.98,8.71,356497.7,Nov,2025,Q4,Central,Freight Forward,Rep 50,Sales Executive,Focus,Apex Industrial Tools,Standard,Textile,Focus,Sea Freight,Freight Forward,13.8,1,Shipments
INV002046,2025-11-07,EMP050,CUST0196,PRD005,308154.17,31375.51,6.06,298353.26,Nov,2025,Q4,Central,Freight Forward,Rep 50,Sales Executive,Focus,Nova FMCG Depot,Standard,Manufacturing,Focus,Air Freight,Freight Forward,12.0,2,Shipments
INV002047,2025-11-24,EMP050,CUST0035,PRD007,920103.32,217312.56,7.27,946165.96,Nov,2025,Q4,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 35,VIP,Healthcare,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV002048,2025-12-16,EMP001,CUST0076,PRD002,287438.78,33989.03,1.25,289900.2,Dec,2025,Q4,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 76,VIP,Healthcare,Healthy,International Express,Express,12.2,1503,Parcels
INV002049,2025-12-06,EMP001,CUST0093,PRD004,273323.51,35607.35,2.57,280533.2,Dec,2025,Q4,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 93,Standard,Electronics,Healthy,COD Services,Express,13.8,1195,Parcels
INV002050,2025-12-11,EMP001,CUST0010,PRD001,199284.17,20527.12,2.0,191188.31,Dec,2025,Q4,North,Express,Rep 1,Sales Executive,Healthy,Nykaa Fulfillment,Growth,Pharma,Healthy,Domestic Express,Express,10.9,626,Parcels
INV002051,2025-12-19,EMP001,CUST0116,PRD003,516121.62,64873.25,3.1,510773.64,Dec,2025,Q4,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 116,Growth,Healthcare,Healthy,Same-Day,Express,13.5,1995,Parcels
INV002052,2025-12-15,EMP001,CUST0169,PRD003,190018.67,23887.69,3.1,191761.54,Dec,2025,Q4,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 169,Standard,Textile,Healthy,Same-Day,Express,13.5,613,Parcels
INV002053,2025-12-26,EMP002,CUST0194,PRD008,1580430.58,138304.52,10.83,1645453.04,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,Bharat Textiles,Risk,FMCG,Focus,Project Cargo,Freight Forward,12.0,1,Shipments
INV002054,2025-12-27,EMP002,CUST0160,PRD007,678437.23,171615.92,1.68,664698.89,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 160,Growth,E-commerce,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV002055,2025-12-07,EMP002,CUST0087,PRD008,380216.04,42087.36,3.1,395017.39,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 87,Growth,Electronics,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002056,2025-12-04,EMP002,CUST0192,PRD006,841520.49,90213.9,10.27,808966.99,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,Central Medical Stores,Risk,Healthcare,Focus,Sea Freight,Freight Forward,13.8,1,Shipments
INV002057,2025-12-14,EMP002,CUST0176,PRD005,515060.11,60922.16,0.57,517353.78,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 176,VIP,Electronics,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV002058,2025-12-04,EMP002,CUST0142,PRD008,1604631.93,181832.47,2.23,1560666.15,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 142,VIP,Textile,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002059,2025-12-19,EMP002,CUST0087,PRD006,1531595.63,194174.38,3.74,1523865.55,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 87,Growth,Electronics,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV002060,2025-12-26,EMP002,CUST0080,PRD008,1701860.03,187237.78,3.33,1706639.63,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 80,VIP,Electronics,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002061,2025-12-11,EMP002,CUST0158,PRD008,1911995.81,223520.86,1.03,1970906.22,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 158,Standard,E-commerce,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002062,2025-12-10,EMP002,CUST0156,PRD005,480113.75,52036.48,3.87,493490.46,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 156,Standard,Manufacturing,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV002063,2025-12-07,EMP002,CUST0052,PRD006,747363.74,95440.84,3.43,726105.96,Dec,2025,Q4,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 52,Standard,Manufacturing,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV002064,2025-12-19,EMP003,CUST0039,PRD010,889589.55,168734.51,2.77,931051.09,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 39,Standard,E-commerce,Healthy,Last-Mile,Logistics,19.8,21,Shipments
INV002065,2025-12-20,EMP003,CUST0086,PRD012,881571.56,164404.33,0.84,908908.08,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 86,Growth,E-commerce,Healthy,E-commerce Fulfillment,Logistics,18.9,54,Shipments
INV002066,2025-12-05,EMP003,CUST0106,PRD012,658070.65,116434.42,4.02,639344.01,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 106,Standard,Pharma,Healthy,E-commerce Fulfillment,Logistics,18.9,15,Shipments
INV002067,2025-12-04,EMP003,CUST0177,PRD010,711719.02,132838.56,3.79,721917.3,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 177,Standard,Textile,Healthy,Last-Mile,Logistics,19.8,14,Shipments
INV002068,2025-12-11,EMP003,CUST0166,PRD010,437193.55,84764.51,1.37,447516.12,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 166,VIP,FMCG,Healthy,Last-Mile,Logistics,19.8,12,Shipments
INV002069,2025-12-17,EMP003,CUST0028,PRD009,1138691.46,219285.72,2.81,1087061.78,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,BigBasket Fulfillment,Standard,FMCG,Healthy,Warehousing,Logistics,20.1,42,Shipments
INV002070,2025-12-24,EMP003,CUST0127,PRD010,920612.4,180851.22,0.52,893522.37,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 127,VIP,Electronics,Healthy,Last-Mile,Logistics,19.8,19,Shipments
INV002071,2025-12-05,EMP003,CUST0027,PRD011,735054.93,119468.94,3.49,736000.73,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,Zepto Dark Store,Standard,E-commerce,Healthy,Cold Chain,Logistics,17.3,48,Shipments
INV002072,2025-12-06,EMP003,CUST0059,PRD009,618723.21,119340.91,2.71,645862.72,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 59,Growth,FMCG,Healthy,Warehousing,Logistics,20.1,12,Shipments
INV002073,2025-12-21,EMP003,CUST0051,PRD011,352654.67,57459.78,3.36,335421.88,Dec,2025,Q4,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 51,Growth,Auto,Healthy,Cold Chain,Logistics,17.3,17,Shipments
INV002074,2025-12-15,EMP004,CUST0103,PRD003,286660.41,36647.92,2.39,281182.01,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 103,VIP,Healthcare,Healthy,Same-Day,Express,13.5,1258,Parcels
INV002075,2025-12-15,EMP004,CUST0172,PRD001,556164.97,55355.0,3.16,546308.44,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 172,Growth,Electronics,Healthy,Domestic Express,Express,10.9,1659,Parcels
INV002076,2025-12-13,EMP004,CUST0005,PRD001,382475.05,39136.12,2.23,392340.38,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,Apollo Pharmacy,VIP,Healthcare,Healthy,Domestic Express,Express,10.9,1939,Parcels
INV002077,2025-12-03,EMP004,CUST0153,PRD002,295182.84,33677.47,2.64,291546.24,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 153,Growth,FMCG,Healthy,International Express,Express,12.2,757,Parcels
INV002078,2025-12-09,EMP004,CUST0104,PRD003,602459.04,77468.59,2.14,577306.03,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 104,Standard,E-commerce,Healthy,Same-Day,Express,13.5,1983,Parcels
INV002079,2025-12-07,EMP004,CUST0055,PRD002,226775.53,26402.37,1.86,232357.42,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 55,Growth,Electronics,Healthy,International Express,Express,12.2,645,Parcels
INV002080,2025-12-11,EMP004,CUST0194,PRD002,185416.42,18113.42,8.1,182669.29,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,Bharat Textiles,Risk,FMCG,Focus,International Express,Express,12.2,930,Parcels
INV002081,2025-12-19,EMP004,CUST0179,PRD001,589607.98,58932.06,3.02,574831.14,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 179,Growth,Electronics,Healthy,Domestic Express,Express,10.9,2333,Parcels
INV002082,2025-12-02,EMP004,CUST0079,PRD002,313072.88,34046.08,4.42,306141.16,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 79,Growth,Healthcare,Healthy,International Express,Express,12.2,817,Parcels
INV002083,2025-12-05,EMP004,CUST0085,PRD001,414998.34,40872.27,3.5,420661.4,Dec,2025,Q4,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 85,Standard,FMCG,Healthy,Domestic Express,Express,10.9,1095,Parcels
INV002084,2025-12-14,EMP005,CUST0060,PRD006,1296331.47,166988.91,3.06,1344458.89,Dec,2025,Q4,Central,Freight Forward,Rep 5,Sales Manager,Healthy,India B2B Account 60,Growth,Auto,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV002085,2025-12-24,EMP005,CUST0145,PRD006,1103775.05,140767.26,3.49,1154204.36,Dec,2025,Q4,Central,Freight Forward,Rep 5,Sales Manager,Healthy,India B2B Account 145,Growth,Textile,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV002086,2025-12-11,EMP005,CUST0077,PRD008,1250674.08,134517.6,4.15,1303105.58,Dec,2025,Q4,Central,Freight Forward,Rep 5,Sales Manager,Healthy,India B2B Account 77,Growth,FMCG,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002087,2025-12-05,EMP005,CUST0002,PRD005,1274461.94,141373.36,3.02,1326091.32,Dec,2025,Q4,Central,Freight Forward,Rep 5,Sales Manager,Healthy,Amazon Seller Services,Growth,E-commerce,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV002088,2025-12-19,EMP005,CUST0057,PRD007,496234.66,126530.94,1.01,506294.5,Dec,2025,Q4,Central,Freight Forward,Rep 5,Sales Manager,Healthy,India B2B Account 57,Growth,Manufacturing,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV002089,2025-12-13,EMP006,CUST0029,PRD012,531927.44,93456.38,4.44,543745.11,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,Urban Company,Growth,Manufacturing,Healthy,E-commerce Fulfillment,Logistics,18.9,36,Shipments
INV002090,2025-12-13,EMP006,CUST0073,PRD012,894964.14,157713.82,4.26,902465.86,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 73,Growth,Pharma,Healthy,E-commerce Fulfillment,Logistics,18.9,21,Shipments
INV002091,2025-12-08,EMP006,CUST0094,PRD012,1074864.41,197219.13,1.84,1099447.72,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 94,VIP,Pharma,Healthy,E-commerce Fulfillment,Logistics,18.9,44,Shipments
INV002092,2025-12-19,EMP006,CUST0198,PRD010,322212.05,54776.63,9.33,306408.29,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,CarePlus Diagnostics,Risk,Electronics,Focus,Last-Mile,Logistics,19.8,22,Shipments
INV002093,2025-12-14,EMP006,CUST0142,PRD009,877813.68,169684.1,2.57,862344.61,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 142,VIP,Textile,Healthy,Warehousing,Logistics,20.1,55,Shipments
INV002094,2025-12-02,EMP006,CUST0089,PRD010,1260833.67,245705.66,1.04,1238739.39,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 89,Standard,E-commerce,Healthy,Last-Mile,Logistics,19.8,42,Shipments
INV002095,2025-12-04,EMP006,CUST0035,PRD009,1103004.46,218679.89,0.91,1121232.95,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 35,VIP,Healthcare,Healthy,Warehousing,Logistics,20.1,30,Shipments
INV002096,2025-12-11,EMP006,CUST0001,PRD010,443028.31,83172.94,3.42,462888.2,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,Flipkart Marketplace,Growth,Pharma,Healthy,Last-Mile,Logistics,19.8,10,Shipments
INV002097,2025-12-09,EMP006,CUST0185,PRD011,864168.32,124851.71,9.51,838180.07,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,Sunrise Hospital,Risk,Manufacturing,Focus,Cold Chain,Logistics,17.3,40,Shipments
INV002098,2025-12-22,EMP006,CUST0040,PRD009,1027991.05,199944.89,2.17,1068251.77,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 40,Growth,Electronics,Healthy,Warehousing,Logistics,20.1,23,Shipments
INV002099,2025-12-04,EMP006,CUST0186,PRD010,921973.47,161698.36,7.54,892634.57,Dec,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,North Star Pharma,Standard,Auto,Focus,Last-Mile,Logistics,19.8,28,Shipments
INV002100,2025-12-16,EMP007,CUST0017,PRD003,678044.27,87948.08,1.76,646511.43,Dec,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,Nestle India,Standard,E-commerce,Healthy,Same-Day,Express,13.5,3450,Parcels
INV002101,2025-12-04,EMP007,CUST0021,PRD001,363736.61,35851.4,3.48,356332.55,Dec,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,Bharat Electronics,Standard,Auto,Healthy,Domestic Express,Express,10.9,1173,Parcels
INV002102,2025-12-09,EMP007,CUST0027,PRD001,431871.64,41586.89,4.24,422860.5,Dec,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,Zepto Dark Store,Standard,E-commerce,Healthy,Domestic Express,Express,10.9,1398,Parcels
INV002103,2025-12-25,EMP007,CUST0013,PRD004,502845.0,64103.82,3.51,516551.02,Dec,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,Cipla Healthcare,Standard,Manufacturing,Healthy,COD Services,Express,13.8,2420,Parcels
INV002104,2025-12-20,EMP007,CUST0098,PRD002,506456.26,56955.72,3.18,500486.9,Dec,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 98,VIP,Auto,Healthy,International Express,Express,12.2,1883,Parcels
INV002105,2025-12-06,EMP007,CUST0013,PRD001,176448.84,18237.41,1.88,172105.22,Dec,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,Cipla Healthcare,Standard,Manufacturing,Healthy,Domestic Express,Express,10.9,642,Parcels
INV002106,2025-12-18,EMP007,CUST0120,PRD004,394147.82,53080.13,1.11,384625.06,Dec,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 120,Standard,Electronics,Healthy,COD Services,Express,13.8,1148,Parcels
INV002107,2025-12-06,EMP007,CUST0158,PRD003,324134.55,42366.33,1.43,317492.32,Dec,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 158,Standard,E-commerce,Healthy,Same-Day,Express,13.5,1727,Parcels
INV002108,2025-12-11,EMP008,CUST0183,PRD005,465331.37,41384.49,10.35,472939.77,Dec,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,Apollo Hospitals,Risk,Electronics,Focus,Air Freight,Freight Forward,12.0,1,Shipments
INV002109,2025-12-26,EMP008,CUST0079,PRD006,423851.47,56616.16,1.47,439122.86,Dec,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 79,Growth,Healthcare,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV002110,2025-12-20,EMP008,CUST0165,PRD008,772684.55,82801.93,4.28,760606.62,Dec,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 165,Standard,Pharma,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV002111,2025-12-05,EMP008,CUST0195,PRD008,596634.82,55657.45,8.9,617148.6,Dec,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,Galaxy Electronics,Risk,FMCG,Focus,Project Cargo,Freight Forward,12.0,1,Shipments
INV002112,2025-12-07,EMP008,CUST0126,PRD008,820183.46,93193.57,2.12,807049.13,Dec,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 126,VIP,Healthcare,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV002113,2025-12-25,EMP009,CUST0101,PRD009,1297966.12,246515.99,3.69,1263416.76,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 101,Growth,E-commerce,Healthy,Warehousing,Logistics,20.1,42,Shipments
INV002114,2025-12-11,EMP009,CUST0054,PRD011,1167294.16,192283.23,2.76,1158883.72,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 54,Standard,Healthcare,Healthy,Cold Chain,Logistics,17.3,35,Shipments
INV002115,2025-12-08,EMP009,CUST0160,PRD010,357901.08,69865.92,0.93,351672.05,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 160,Growth,E-commerce,Healthy,Last-Mile,Logistics,19.8,11,Shipments
INV002116,2025-12-15,EMP009,CUST0109,PRD011,523948.29,85484.8,3.28,499231.69,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 109,VIP,Healthcare,Healthy,Cold Chain,Logistics,17.3,28,Shipments
INV002117,2025-12-17,EMP009,CUST0139,PRD009,595476.83,118686.33,0.56,593636.73,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 139,VIP,FMCG,Healthy,Warehousing,Logistics,20.1,25,Shipments
INV002118,2025-12-20,EMP009,CUST0139,PRD010,893448.18,170152.5,2.52,902336.49,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 139,VIP,FMCG,Healthy,Last-Mile,Logistics,19.8,20,Shipments
INV002119,2025-12-07,EMP009,CUST0089,PRD011,1123040.21,182113.67,3.61,1097149.63,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 89,Standard,E-commerce,Healthy,Cold Chain,Logistics,17.3,43,Shipments
INV002120,2025-12-14,EMP009,CUST0118,PRD009,210363.63,41478.87,1.27,213134.84,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 118,Growth,Pharma,Healthy,Warehousing,Logistics,20.1,8,Shipments
